GmlID;ID;CODIGO;NOME;AREA_KM2;PERIMETR_M;Shape_Leng;Shape_Area
BAIRRO_POPULAR.135;135,000000000000000;758,000000000000000;Renascença;0,860000000000000;4183,564000000000306;4183,564309909999793;-859724,187456000014208
BAIRRO_POPULAR.136;136,000000000000000;759,000000000000000;Ribeiro de Abreu;2,137000000000000;9625,756999999999607;9625,757156350000514;-2137073,128359999973327
BAIRRO_POPULAR.137;137,000000000000000;760,000000000000000;Sagrada Família;2,291000000000000;7026,298999999999978;7026,299180560000423;-2291070,271559999790043
BAIRRO_POPULAR.138;138,000000000000000;761,000000000000000;Salgado Filho;1,454000000000000;6705,805000000000291;6705,804842069999722;-1453831,888340000063181
BAIRRO_POPULAR.139;139,000000000000000;762,000000000000000;Santa Amélia;2,215000000000000;7046,068000000000211;7046,067974780000441;-2215250,564869999885559
BAIRRO_POPULAR.140;140,000000000000000;763,000000000000000;Santa Cruz;1,741000000000000;6823,375000000000000;6823,375197090000256;-1740668,518880000105128
BAIRRO_POPULAR.141;141,000000000000000;765,000000000000000;Santa Efigênia;2,148000000000000;7994,373999999999796;7994,374204189999546;-2147897,940489999949932
BAIRRO_POPULAR.142;142,000000000000000;766,000000000000000;Santa Helena;0,591000000000000;3377,954000000000178;3377,954332539999996;-591005,052753999945708
BAIRRO_POPULAR.143;143,000000000000000;767,000000000000000;Santa Inês;1,129000000000000;5035,896999999999935;5035,896905030000198;-1129244,809730000095442
BAIRRO_POPULAR.144;144,000000000000000;768,000000000000000;Santa Lúcia;2,100000000000000;9658,657999999999447;9658,658070920000682;-2100356,924720000009984
BAIRRO_POPULAR.145;145,000000000000000;769,000000000000000;Conjunto Santa Maria;0,081000000000000;1903,040999999999940;1903,041597319999937;-81288,888895199997933
BAIRRO_POPULAR.146;146,000000000000000;770,000000000000000;Santa Maria;0,730000000000000;3945,969000000000051;3945,969255789999806;-730040,112164000049233
BAIRRO_POPULAR.147;147,000000000000000;771,000000000000000;Maria Goretti;0,778000000000000;4030,204000000000178;4030,203969090000101;-778286,881502000032924
BAIRRO_POPULAR.148;148,000000000000000;772,000000000000000;Santa Mônica;2,192000000000000;8458,171000000000276;8458,170541199999207;-2192446,149980000220239
BAIRRO_POPULAR.149;149,000000000000000;773,000000000000000;Santa Rosa;0,688000000000000;3735,405000000000200;3735,405160620000061;-687794,259967999998480
BAIRRO_POPULAR.150;150,000000000000000;774,000000000000000;Santa Tereza;1,556000000000000;7751,698000000000320;7751,697885460000180;-1556241,833169999998063
BAIRRO_POPULAR.151;151,000000000000000;775,000000000000000;Santa Terezinha;1,476000000000000;5327,331000000000131;5327,330457289999686;-1475988,992480000015348
BAIRRO_POPULAR.152;152,000000000000000;776,000000000000000;Santo Agostinho;0,830000000000000;3904,668999999999869;3904,669210749999820;-830228,758342999964952
BAIRRO_POPULAR.153;153,000000000000000;777,000000000000000;Santo André;0,608000000000000;5107,520000000000437;5107,520737460000419;-607715,013602999970317
BAIRRO_POPULAR.154;154,000000000000000;778,000000000000000;Santo Antônio;1,307000000000000;5515,386000000000422;5515,385823749999872;-1307066,070929999928921
BAIRRO_POPULAR.155;155,000000000000000;779,000000000000000;São Bento;0,980000000000000;6156,381999999999607;6156,382191450000391;-979989,455374000011943
BAIRRO_POPULAR.156;156,000000000000000;780,000000000000000;São Bernardo;0,944000000000000;6468,815999999999804;6468,815608810000413;-944046,800439000013284
BAIRRO_POPULAR.157;157,000000000000000;781,000000000000000;São Cristóvão;0,316000000000000;3158,059999999999945;3158,060077770000134;-316230,925485000014305
BAIRRO_POPULAR.158;158,000000000000000;782,000000000000000;São Francisco;1,430000000000000;8342,211999999999534;8342,211541189999480;-1429654,224020000081509
BAIRRO_POPULAR.159;159,000000000000000;783,000000000000000;São Gabriel;1,997000000000000;9121,871999999999389;9121,872422300000835;-1997080,427889999933541
BAIRRO_POPULAR.160;160,000000000000000;784,000000000000000;São Geraldo;1,325000000000000;6124,882999999999811;6124,882432110000082;-1324551,079690000042319
BAIRRO_POPULAR.161;161,000000000000000;785,000000000000000;São João Batista;1,852000000000000;10906,227999999999156;10906,228213599999435;-1851864,748279999941587
BAIRRO_POPULAR.162;162,000000000000000;786,000000000000000;Vila São João Batista;0,087000000000000;2551,699999999999818;2551,700339980000081;-86640,410484299995005
BAIRRO_POPULAR.163;163,000000000000000;787,000000000000000;Jardim São José;0,791000000000000;4283,725999999999658;4283,726332240000374;-791379,642494000028819
BAIRRO_POPULAR.164;164,000000000000000;788,000000000000000;São Lucas;0,289000000000000;3322,920000000000073;3322,919710409999880;-289404,884697999979835
BAIRRO_POPULAR.165;165,000000000000000;789,000000000000000;São Marcos;0,584000000000000;3350,943000000000211;3350,943554389999917;-583543,149005000013858
BAIRRO_POPULAR.166;166,000000000000000;790,000000000000000;Piratininga;1,701000000000000;8542,799999999999272;8542,800147570000263;-1700529,893979999935254
