objectid;área;nome;regiao_adm;area_plane;codbairro;codra;codbnum;link;rp;cod_rp;codbairro_;st_areasha;st_perimet;area_km2
392;1157472,792480469914153;Higienópolis;INHAUMA;3;050;12;50;Higienópolis              &area=50;Inhaúma;3.4;50;1157475,886344445403665;4944,391498776878507;1,157475886340000
393;2618351,227539060171694;Manguinhos;RAMOS;3;039;10;39;Manguinhos                &area=39;Ramos;3.1;39;2618358,251663165632635;8090,409476641801120;2,618358251660000
394;708274,304687500000000;Engenheiro Leal;MADUREIRA;3;081;15;81;Engenheiro Leal           &area=81;Madureira;3.3;81;708276,174339955672622;3785,031730868570321;0,708276174340000
395;1836420,029785159975290;Pilares;MEIER;3;071;13;71;Pilares                   &area=71;Méier;3.2;71;1836424,957672718912363;6828,738624380651345;1,836424957670000
396;1440914,464843750000000;Del Castilho;INHAUMA;3;053;12;53;Del Castilho              &area=53;Inhaúma;3.4;53;1440918,308131712721661;5294,828146051439035;1,440918308130000
397;3887100,343750000000000;Piedade;MEIER;3;069;13;69;Piedade                   &area=69;Méier;3.2;69;3887110,747199657373130;12326,548024801964857;3,887110747200000
398;2838970,701660159975290;Cascadura;MADUREIRA;3;082;15;82;Cascadura                 &area=82;Madureira;3.3;82;2838978,326826657168567;9056,416039709813049;2,838978326830000
399;4232214,787109380587935;Vila Valqueire;JACAREPAGUA;4;125;16;125;Vila Valqueire            &area=125;Jacarepaguá;4.1;125;4232226,089308925904334;9441,569909653844661;4,232226089310000
400;824989,740722659975290;Maria da Graça;INHAUMA;3;052;12;52;Maria da Graça            &area=52;Inhaúma;3.4;52;824991,934598461957648;4842,435705286864504;0,824991934598000
401;4323794,681152340024710;Quintino Bocaiúva;MADUREIRA;3;079;15;79;Quintino Bocaiúva         &area=79;Madureira;3.3;79;4323806,270041865296662;11247,734947723954974;4,323806270040000
402;7869204,280273440293968;Jardim Sulacap;REALENGO;5;137;33;137;Jardim Sulacap            &area=137;Bangu;5.1;137;7869225,308823653496802;14519,328423941818983;7,869225308820000
